landuse,textabbr_fingprob,text_fingprob,calccarb_hcl,som_elmntprc,ph_cacl2,lime_requirement,p_calmg100g,k_calmg100g,mg_catmgkg,b_catmgkg,mn_catmgkg,cu_catmgkg,zn_catmgkg,clay,silt,sand
Orchards,Lu,Schluffiger Lehm,high_carbonate,3.8,7.1,0,30,29,24,0.59,29,93,16,23.5,57.5,19
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.6,7.2,0,19,5,17,0.38,23,18,6,4,32.5,63.5
Orchards,Us,Sandiger Schluff,high_carbonate,2.2,7.4,0,30,24,21,0.55,28,16,9,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,2.4,7.2,0,21,18,16,0.47,17,55,16,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,1.8,7.5,0,12,8,15,0.29,13,33,8,10,25,65
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,1.7,7.4,0,12,18,15,0.47,15,22,7,4,32.5,63.5
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,3.2,6.9,0,46,15,14,0.82,19,55,32,4,32.5,63.5
Orchards,Us,Sandiger Schluff,no_free_carbonate,2.8,5.5,22,30,12,9,0.28,18,7,5,4,65,31
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,4.9,7.2,0,9,14,34,0.84,17,17,9,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,6.4,6.1,0,25,19,18,0.63,85,18,23,10,25,65
Orchards,Us,Sandiger Schluff,no_free_carbonate,4.4,6.1,0,15,11,15,0.73,84,10,18,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,6.8,6.8,0,47,34,33,1.85,22,17,25,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.1,6.4,0,29,27,25,1.3,120,14,24,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,7.5,5.1,35,16,22,24,1.05,100,9,12,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,6.7,5.9,0,19,45,25,1.66,127,14,21,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5.9,5.7,5,12,28,20,1.1,115,9,16,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,3.9,6,0,22,21,19,0.57,71,8,8,10,25,65
Orchards,Su3,Mittel schluffiger Sand,low_medium_carbonate,4.7,6.4,0,19,38,25,1.54,133,12,20,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.3,6.1,0,17,10,18,0.44,51,17,17,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.6,6.4,0,14,14,24,0.81,99,13,21,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.5,7.2,0,37,46,63,0.94,46,20,35,10,25,65
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.6,7.3,0,10,22,23,0.42,21,6,6,4,32.5,63.5
Orchards,Ls3,Mittel sandiger Lehm,high_carbonate,4.3,7.2,0,25,37,20,1.04,20,5,5,21,35,44
Orchards,Sl3,Mittel lehmiger Sand,very_high_carbonate,4,7.3,0,59,23,18,0.81,25,34,29,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,5.1,7.1,0,35,20,33,0.91,20,75,30,10,25,65
Vineyards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,3.7,6.9,0,24,20,44,0.72,192,351,29,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,8.7,7,0,63,72,42,1.79,22,11,29,10,25,65
Orchards,Us,Sandiger Schluff,no_free_carbonate,5.9,5.8,0,18,11,21,0.51,51,14,15,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,9.7,5.3,11,40,55,26,0.97,95,15,18,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.6,6.4,0,29,26,30,1.67,99,19,30,10,25,65
Vineyards,Ls3,Mittel sandiger Lehm,high_carbonate,4.4,7,0,30,21,42,0.86,26,218,26,21,35,44
Orchards,Us,Sandiger Schluff,high_carbonate,2.9,7.2,0,6,16,23,0.28,7,7,6,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3.4,7.1,0,26,28,32,1.05,51,153,29,10,25,65
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,3.3,7.4,0,9,14,30,0.74,11,18,15,14.4,75.3,10.3
Orchards,Slu,Schluffig-lehmiger Sand,no_free_carbonate,7,5.5,15,15,12,23,0.46,58,12,6,12.5,45,42.5
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.9,6.6,0,18,9,30,0.97,122,417,27,10,25,65
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.1,7.4,0,10,13,11,0.29,15,11,9,4,32.5,63.5
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,3.6,7.4,0,24,21,30,0.76,20,22,8,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5.2,4.1,85,31,21,9,0.27,84,13,14,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5.5,4.7,55,21,24,13,0.49,162,28,24,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5.7,5.4,20,30,45,20,1.35,144,15,19,10,25,65
Orchards,Us,Sandiger Schluff,no_free_carbonate,5.8,6.3,0,19,4,20,0.79,62,18,17,4,65,31
Orchards,Us,Sandiger Schluff,high_carbonate,1,7.4,0,10,21,11,0.24,21,8,5,4,65,31
Orchards,Us,Sandiger Schluff,high_carbonate,0.9,7.3,0,13,22,12,0.25,20,9,5,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.3,7.1,0,38,31,18,0.52,19,26,22,10,25,65
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,4.8,7,0,47,30,23,0.78,21,51,23,4,32.5,63.5
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,3.3,7.1,0,73,29,22,1.18,25,32,18,6.5,17.5,76
Orchards,Us,Sandiger Schluff,low_medium_carbonate,3.7,6.2,0,19,17,17,0.77,71,13,11,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3.2,7.4,0,26,15,28,0.82,21,29,9,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,10.6,5.6,0,96,125,45,1.54,98,33,39,10,25,65
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,4.1,7.3,0,17,16,30,0.83,23,11,4,14.4,75.3,10.3
Orchards,Us,Sandiger Schluff,low_medium_carbonate,6,6.5,0,15,10,26,1.05,77,17,14,4,65,31
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,6.4,7.2,0,20,47,31,0.82,11,42,32,14.4,75.3,10.3
Orchards,Us,Sandiger Schluff,low_medium_carbonate,11.8,7,0,4,15,52,0.67,42,9,5,4,65,31
Orchards,Slu,Schluffig-lehmiger Sand,high_carbonate,13.4,7.2,0,28,35,47,1.21,11,13,28,12.5,45,42.5
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,5.5,7.3,0,28,24,32,1.86,21,13,10,14.4,75.3,10.3
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,5.3,7.3,0,21,31,30,0.97,11,5,16,4,32.5,63.5
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,3,6.8,0,22,23,21,0.55,30,150,34,4,32.5,63.5
Orchards,Us,Sandiger Schluff,high_carbonate,3.5,7.2,0,24,20,19,0.46,20,39,24,4,65,31
Orchards,Us,Sandiger Schluff,high_carbonate,3.5,7.5,0,9,10,40,0.73,12,36,6,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,5.6,7.1,0,25,35,33,0.7,10,38,30,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4,7.3,0,25,18,23,0.79,18,34,25,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,4.8,7.1,0,36,12,31,0.84,26,100,28,4,65,31
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,4,7.2,0,28,18,27,0.78,27,121,17,14.4,75.3,10.3
Orchards,Slu,Schluffig-lehmiger Sand,high_carbonate,9.5,7.3,0,21,38,40,1.19,8,39,23,12.5,45,42.5
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.4,7.4,0,10,13,29,0.48,11,24,13,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,8.9,7.1,0,36,29,54,1.21,16,56,48,4,65,31
Orchards,Us,Sandiger Schluff,no_free_carbonate,5.6,5.6,10,8,12,24,0.46,47,20,17,4,65,31
Orchards,Ls3,Mittel sandiger Lehm,high_carbonate,8.3,7.2,0,14,30,46,1.12,18,13,12,21,35,44
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,4,6,0,13,11,17,0.65,72,16,13,10,25,65
Orchards,Us,Sandiger Schluff,no_free_carbonate,4.1,5.6,10,29,25,15,0.71,92,20,17,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.9,6.4,0,27,13,25,1.23,66,19,11,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,7,6.4,0,44,28,27,1.48,59,15,27,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.1,6.3,0,14,8,30,1.23,90,15,10,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,2.8,7,0,16,13,46,1.34,77,10,9,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.4,6.3,0,26,24,25,1.44,98,21,28,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,2.6,5.8,9,10,14,13,0.52,64,15,8,10,25,65
Orchards,Su3,Mittel schluffiger Sand,no_free_carbonate,3.7,5.9,0,15,14,15,0.98,72,14,21,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,7.4,6,0,32,40,20,1.25,123,22,37,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5.5,5.7,5,16,14,21,1,151,17,37,10,25,65
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,9.1,7.3,0,19,20,40,1.09,13,13,11,14.4,75.3,10.3
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,6.8,5.6,10,35,19,30,1.81,126,42,49,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6.7,6.3,0,49,34,25,1.25,89,19,36,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.8,6.2,0,49,28,25,0.95,79,25,25,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,3.6,7.1,0,37,24,24,0.72,16,51,26,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,3.8,6.6,0,25,14,19,0.94,71,14,20,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,5.5,7,0,24,19,46,1.21,34,12,20,4,65,31
Orchards,Us,Sandiger Schluff,high_carbonate,5.7,6.9,0,33,26,36,1.37,21,13,19,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5,5.6,10,21,34,23,0.97,128,12,22,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,7,6.2,0,5,7,30,0.59,40,5,2,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5,6.5,0,30,19,26,1.03,62,14,15,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.5,7,0,43,23,28,0.97,16,11,17,10,25,65
Vineyards,Ls3,Mittel sandiger Lehm,high_carbonate,4,7.2,0,31,20,40,0.6,34,270,52,21,35,44
Vineyards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.2,6.1,0,20,25,33,0.73,109,453,33,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3.7,6.9,0,47,37,36,1.57,42,14,17,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,4.3,5.1,35,15,21,14,0.5,112,13,13,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,2.5,7.2,0,20,26,26,0.72,22,69,13,4,65,31
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,2.5,7.3,0,22,16,27,0.7,16,23,7,14.4,75.3,10.3
Vineyards,Ls3,Mittel sandiger Lehm,high_carbonate,2.8,7.2,0,25,13,23,0.45,16,162,19,21,35,44
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,0.8,7.1,0,22,21,26,0.42,21,10,10,4,32.5,63.5
Vineyards,Sl4,Stark lehmiger Sand,no_free_carbonate,5,5.3,25,37,18,21,0.51,85,336,33,21,22.5,56.5
Vineyards,Sl4,Stark lehmiger Sand,high_carbonate,3.3,7,0,43,34,27,0.83,39,148,27,21,22.5,56.5
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,7.1,4.8,50,37,31,18,0.47,92,23,31,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,3.3,6.6,0,23,12,16,0.55,46,7,5,4,65,31
Vineyards,Ls3,Mittel sandiger Lehm,high_carbonate,4.7,7.1,0,20,38,22,0.51,12,137,15,21,35,44
Vineyards,Ls3,Mittel sandiger Lehm,high_carbonate,7.7,7.2,0,11,30,26,0.64,8,224,18,21,35,44
Orchards,Us,Sandiger Schluff,high_carbonate,4,7.2,0,47,44,24,1.08,18,68,17,4,65,31
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,5.1,7,0,38,31,26,0.72,14,29,39,6.5,17.5,76
Orchards,Us,Sandiger Schluff,high_carbonate,5.8,7.1,0,48,42,31,0.74,13,89,35,4,65,31
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,5.4,7.1,0,30,32,31,0.73,10,11,22,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,9.3,7,0,53,45,48,1.33,8,20,43,10,25,65
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,0.6,7,0,18,19,21,0.62,11,22,10,4,32.5,63.5
Orchards,Su3,Mittel schluffiger Sand,very_high_carbonate,2.5,7.4,0,7,8,21,0.29,14,10,4,4,32.5,63.5
Orchards,Ls3,Mittel sandiger Lehm,high_carbonate,1.8,7.4,0,9,12,26,0.23,4,9,7,21,35,44
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.6,6.6,0,46,33,18,0.57,14,78,47,4,32.5,63.5
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.5,7.4,0,31,21,16,0.53,14,33,7,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.7,6.8,0,42,27,33,1.51,45,12,18,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,5.4,7,0,23,23,39,1.11,71,17,20,10,25,65
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,1.2,7.2,0,20,17,13,0.1,22,7,3,4,32.5,63.5
Orchards,Us,Sandiger Schluff,high_carbonate,6.1,7.3,0,29,34,26,0.94,9,12,10,4,65,31
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,3.1,7.2,0,22,16,16,0.55,17,35,22,6.5,17.5,76
Orchards,Su3,Mittel schluffiger Sand,very_high_carbonate,2.2,7.2,0,18,20,16,0.31,15,81,21,4,32.5,63.5
Orchards,Su3,Mittel schluffiger Sand,very_high_carbonate,3.3,7.4,0,32,25,20,0.68,11,29,14,4,32.5,63.5
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,2.3,7.1,0,21,11,13,0.35,17,6,38,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3.9,7.3,0,25,13,21,0.56,15,49,18,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5.5,6.4,0,46,36,15,0.74,50,13,21,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,7.2,6.4,0,25,32,26,1.49,94,20,27,10,25,65
Orchards,Su3,Mittel schluffiger Sand,low_medium_carbonate,2,6.4,0,20,16,13,0.53,79,9,8,4,32.5,63.5
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,4.7,6.9,0,44,20,30,1.01,22,11,23,4,32.5,63.5
Orchards,Lu,Schluffiger Lehm,high_carbonate,3.9,7.2,0,25,38,40,1.24,25,36,18,23.5,57.5,19
Orchards,Ls3,Mittel sandiger Lehm,high_carbonate,3.4,7.1,0,61,50,39,0.71,24,75,39,21,35,44
Orchards,Su3,Mittel schluffiger Sand,very_high_carbonate,3.2,6.7,0,14,19,25,0.55,14,35,10,4,32.5,63.5
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,4,7.1,0,41,58,30,1.03,22,48,15,14.4,75.3,10.3
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,5.2,7.1,0,82,57,36,1.14,11,117,20,14.4,75.3,10.3
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,4.4,7.2,0,24,14,34,1.34,9,15,14,14.4,75.3,10.3
Orchards,Us,Sandiger Schluff,no_free_carbonate,5.4,5.6,10,37,20,21,0.53,57,10,20,4,65,31
Orchards,Lu,Schluffiger Lehm,high_carbonate,6.2,7.3,0,11,30,32,1.03,9,126,12,23.5,57.5,19
Orchards,Ls3,Mittel sandiger Lehm,high_carbonate,8.1,7,0,14,10,36,1.42,18,27,11,21,35,44
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,5.3,6.9,0,57,47,50,1.34,18,57,63,14.4,75.3,10.3
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3.5,6.9,0,94,46,40,0.75,9,26,22,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3.1,7.3,0,18,6,19,0.15,12,47,23,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,2.2,7.1,0,13,12,13,0.51,21,6,20,6.5,17.5,76
Orchards,Us,Sandiger Schluff,high_carbonate,7,7,0,9,21,49,0.98,13,17,6,4,65,31
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,4.2,7.3,0,14,15,29,0.79,11,37,12,6.5,17.5,76
Orchards,Us,Sandiger Schluff,high_carbonate,2.7,7.2,0,16,11,22,0.56,18,53,10,4,65,31
Orchards,Su3,Mittel schluffiger Sand,very_high_carbonate,3.2,6.8,0,63,20,22,0.87,18,30,34,4,32.5,63.5
Orchards,Us,Sandiger Schluff,very_high_carbonate,2.8,7.2,0,30,16,26,0.65,15,32,22,4,65,31
Orchards,Us,Sandiger Schluff,no_free_carbonate,4,6,0,10,10,20,0.67,80,15,8,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,8.4,6.4,0,14,8,40,1.82,65,6,13,10,25,65
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,4.2,7.2,0,36,19,32,0.65,15,68,20,6.5,17.5,76
Orchards,Us,Sandiger Schluff,high_carbonate,5.3,7,0,33,18,40,1.05,17,12,15,4,65,31
Orchards,Sl2,Schwach lehmiger Sand,high_carbonate,2.6,7,0,39,18,20,0.46,14,85,18,6.5,17.5,76
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,6.8,7.2,0,43,27,48,1.6,11,10,33,10,25,65
Orchards,Us,Sandiger Schluff,high_carbonate,6.3,7,0,64,56,43,1.46,21,93,35,4,65,31
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.4,7.4,0,6,16,24,0.52,21,28,9,4,32.5,63.5
Orchards,Su3,Mittel schluffiger Sand,low_medium_carbonate,3.2,6.8,0,41,26,28,0.93,39,76,29,4,32.5,63.5
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.1,6.9,0,22,24,24,0.69,20,53,10,4,32.5,63.5
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,3.4,7.1,0,23,25,21,0.96,23,36,17,4,32.5,63.5
Orchards,Us,Sandiger Schluff,no_free_carbonate,4.3,5.9,0,19,28,17,0.9,81,12,12,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,2.4,7.2,0,14,16,24,0.81,12,11,15,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4,7.1,0,8,16,20,0.77,13,13,9,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,0.6,7.3,0,13,17,14,0.31,14,16,4,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,3.2,7.6,0,54,27,31,1.55,21,36,16,10,25,65
Orchards,Us,Sandiger Schluff,low_medium_carbonate,2,6.1,0,21,13,10,0.61,60,13,12,4,65,31
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,4,5.6,18,17,26,13,0.66,51,9,8,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,6,6.2,0,27,21,25,1.26,106,17,40,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,5.3,5.3,25,16,8,19,0.27,42,7,4,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.8,6,0,30,17,20,1.27,66,37,19,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.3,6.7,0,33,15,17,0.69,58,18,21,10,25,65
Orchards,Us,Sandiger Schluff,low_medium_carbonate,4.9,6,0,16,12,16,0.73,92,54,20,4,65,31
Orchards,Slu,Schluffig-lehmiger Sand,low_medium_carbonate,5.2,6.5,0,42,21,22,0.95,81,13,21,12.5,45,42.5
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,4.7,6.6,0,16,16,17,1,84,21,14,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,low_medium_carbonate,5,6.5,0,18,17,20,0.91,75,15,11,10,25,65
Orchards,Lu,Schluffiger Lehm,high_carbonate,3.9,7.2,0,28,28,33,0.65,9,69,19,23.5,57.5,19
Orchards,Su3,Mittel schluffiger Sand,low_medium_carbonate,2.3,7,0,10,14,35,0.65,45,9,10,4,32.5,63.5
Orchards,Su3,Mittel schluffiger Sand,low_medium_carbonate,4.7,6.9,0,28,27,35,1.8,60,14,22,4,32.5,63.5
Orchards,Sl2,Schwach lehmiger Sand,low_medium_carbonate,4.2,6.3,0,12,19,23,0.89,105,10,12,6.5,17.5,76
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,2.8,7,0,20,12,23,0.64,39,12,10,4,32.5,63.5
Orchards,Sl3,Mittel lehmiger Sand,high_carbonate,4.4,6.8,0,35,27,27,1.76,34,13,19,10,25,65
Orchards,Sl3,Mittel lehmiger Sand,no_free_carbonate,3.8,6,0,19,17,17,0.53,60,10,7,10,25,65
Orchards,Su3,Mittel schluffiger Sand,low_medium_carbonate,6.4,6.2,0,20,22,21,0.68,54,16,26,4,32.5,63.5
Orchards,Us,Sandiger Schluff,low_medium_carbonate,4.4,6.8,0,39,23,25,1.19,38,11,19,4,65,31
Orchards,Su3,Mittel schluffiger Sand,low_medium_carbonate,3.4,6.9,0,23,19,34,0.87,36,48,17,4,32.5,63.5
Orchards,Su3,Mittel schluffiger Sand,low_medium_carbonate,7.6,6.2,0,13,8,29,1,51,5,9,4,32.5,63.5
Orchards,Lu,Schluffiger Lehm,high_carbonate,3.7,7.3,0,12,21,45,1.13,35,32,13,23.5,57.5,19
Orchards,Su3,Mittel schluffiger Sand,no_free_carbonate,2.7,5.7,0,34,11,18,0.26,73,21,18,4,32.5,63.5
Orchards,Us,Sandiger Schluff,high_carbonate,2.3,7.2,0,18,24,24,0.78,22,53,13,4,65,31
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,4.9,7.2,0,20,17,54,0.98,11,43,39,4,32.5,63.5
Orchards,Su3,Mittel schluffiger Sand,high_carbonate,3.8,7,0,36,24,34,0.8,11,12,10,4,32.5,63.5
Orchards,Us,Sandiger Schluff,high_carbonate,3.3,7.3,0,19,25,29,0.84,19,23,8,4,65,31
Orchards,Su3,Mittel schluffiger Sand,low_medium_carbonate,2.3,6.9,0,1,3,46,0.24,91,8,6,4,32.5,63.5
Orchards,Us,Sandiger Schluff,no_free_carbonate,3.8,5.7,13,14,7,24,0.56,66,15,9,4,65,31
Orchards,Slu,Schluffig-lehmiger Sand,very_high_carbonate,3.6,7.3,0,58,25,24,0.97,14,62,24,12.5,45,42.5
Orchards,Us,Sandiger Schluff,high_carbonate,4.7,7.4,0,21,27,30,0.85,10,36,16,4,65,31
Orchards,Ut3,Mittel toniger Schluff,high_carbonate,3.1,7.5,0,19,13,37,0.42,18,34,8,14.4,75.3,10.3
Orchards,Us,Sandiger Schluff,very_high_carbonate,4.6,7.7,0,41,17,33,1.31,25,31,14,4,65,31
